code,size,rooms,price,url,image_url,type,neighborhood,street,bedrooms,floor,interior,bathrooms,year_built,description,central_heating,yard
A14898,50 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A14898,https://novelestate.com/images/estate/26950/1.jpg,rent,Дебар Маало,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 400 EUR",Yes,
A13931,50 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A13931,https://novelestate.com/images/estate/25249/Se-iznajmuva-namesten-stan-vo-Centar.jpeg,rent,Центар,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Центар со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 400 EUR",Yes,
A15452,40 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15452,https://novelestate.com/images/estate/27833/4.jpeg,rent,Центар - Универзална Сала,,1,6/6,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 40 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 350 EUR",Yes,
A13812,43 m²,2,380 €,https://www.novelestate.com/estate_view.html?id=A13812,https://novelestate.com/images/estate/25055/4.jpeg,rent,Центар - Универзална Сала,ул.Рајко Жинзифов,1,приземје,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 43 m2.
 Екстра: Клима, Централно Парно.
 Цена: 380 EUR",Yes,
A15348,50 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A15348,https://novelestate.com/images/estate/27663/0.jpeg,rent,Дебар Маало,ул.Алберт Ајнштајн,1,2,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 50 m2.
 Екстра: Клима, Лифт.
 Цена: 400 EUR",,
A11490,51 m²,2,400 €,https://www.novelestate.com/estate_view.html?id=A11490,https://novelestate.com/images/estate/21071/4.jpg,rent,Центар - Универзална Сала,,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Центар - Универзална Сала со површина од 51 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 400 EUR",Yes,
A15468,31 m²,1,320 €,https://www.novelestate.com/estate_view.html?id=A15468,https://novelestate.com/images/estate/27857/5.jpg,rent,Кисела Вода,,,6,Наместен,1,,"Се издава наместен стан во Скопје, Кисела Вода со површина од 31 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 320 EUR",Yes,
A8894,95 m²,3,800 €,https://www.novelestate.com/estate_view.html?id=A8894,https://novelestate.com/images/estate/4786/1.jpeg,rent,Центар,,2,1,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 95 m2.
 Екстра: Централно Парно, Паркинг, Употребна дозвола, Гаража.
 Цена: 800 EUR",Yes,
A15403,86 m²,3,650 €,https://www.novelestate.com/estate_view.html?id=A15403,https://novelestate.com/images/estate/27766/2.jpg,rent,Центар,,2,3/12,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 86 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 650 EUR",Yes,
A15471,30 m²,1,250 €,https://www.novelestate.com/estate_view.html?id=A15471,https://novelestate.com/images/estate/27862/viber_image_2025-07-08_12-14-57-861.jpg,rent,Мичурин,,,6,Наместен,1,,"Се издава наместен стан во Скопје, Мичурин со површина од 30 m2.
 Екстра: Клима, Греење на струја, Лифт, Нова Зграда.
 Цена: 250 EUR",,
A15201,76 m²,3,600 €,https://www.novelestate.com/estate_view.html?id=A15201,https://novelestate.com/images/estate/27398/20241210_142948.jpg,rent,Карпош 1,,2,високо  приземје,Наместен,2,,"Се издава наместен стан во Скопје, Карпош 1 со површина од 76 m2.
 Екстра: Клима, Централно Парно, Реновиран.
 Цена: 600 EUR",Yes,
A11297,68 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A11297,https://novelestate.com/images/estate/20711/2.jpg,rent,Центар,,1,2,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 68 m2.
 Екстра: Централно Парно, Лифт, Паркинг, Клима.
 Цена: 350 EUR",Yes,
A14943,56 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A14943,https://novelestate.com/images/estate/27018/9.jpeg,rent,Козле,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Козле со површина од 56 m2.
 Екстра: Клима, Сопствено парно, Нова Зграда, Гаража, Аларм, Камера.
 Цена: 350 EUR",,
A5248,54 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A5248,https://novelestate.com/images/estate/9543/Fotografija1352.jpg,rent,Козле,,1,високо приземје,Наместен,1,2012,"Се издава наместен стан во Скопје, Козле со површина од 54 m2.
 Екстра: Лифт, Паркинг, Сопствено парно, Клима, Интернет, Кабловска ТВ, Нова Зграда.
 Цена: 350 EUR",,
A3661,60 m²,2,500 €,https://www.novelestate.com/estate_view.html?id=A3661,https://novelestate.com/images/estate/6797/Se-izdava-namesten-stan-.jpeg,rent,Карпош 3,,1,5,Наместен,1,2003,"Се издава наместен стан во Скопје, Карпош 3 со површина од 60 m2.
 Екстра: Клима, Централно Парно, Лифт.
 Цена: 500 EUR",Yes,
A14187,50 m²,2,450 €,https://www.novelestate.com/estate_view.html?id=A14187,https://novelestate.com/images/estate/25769/izdavam-stan-vo-kapishtecz-apartment-for-rent-in-center (4).jpeg,rent,Капиштец,,1,7/7,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 50 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 450 EUR",Yes,
A15361,42 m²,2,350 €,https://www.novelestate.com/estate_view.html?id=A15361,https://novelestate.com/images/estate/27682/se-izdava-luksuzen-stan-na-vodno (1).jpeg,rent,Водно,Panorama Residence,1,4,Наместен,1,,"Се издава наместен стан во Скопје, Водно со површина од 42 m2.
 Екстра: Сопствено парно, Лифт.
 Цена: 350 EUR",,
A15073,45 m²,2,390 €,https://www.novelestate.com/estate_view.html?id=A15073,https://novelestate.com/images/estate/27208/1.jpeg,rent,Дебар Маало,,1,1,Наместен,1,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 45 m2.
 Екстра: Клима, Греење на струја.
 Цена: 390 EUR",,
A14662,118 m²,3,1200 €,https://www.novelestate.com/estate_view.html?id=A14662,https://novelestate.com/images/estate/26570/1.jpeg,rent,Водно,,2,1,Наместен,3,,"Се издава наместен стан во Скопје, Водно со површина од 118 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Гаража.
 Цена: 1200 EUR",,
A11020,135 m²,5,1000 €,https://www.novelestate.com/estate_view.html?id=A11020,https://novelestate.com/images/estate/20181/viber_image_2024-02-13_11-19-34-357.jpg,rent,Дебар Маало,ул. Коста Веселинов,3,4-5,Наместен,3,,"Се издава наместен стан во Скопје, Дебар Маало со површина од 135 m2.
 Екстра: Клима, Сопствено парно, Лифт, Нова Зграда, Паркинг, Гаража, Базен.
 Цена: 1000 EUR",,
A15046,64 m²,2,330 €,https://www.novelestate.com/estate_view.html?id=A15046,https://novelestate.com/images/estate/27173/1.jpeg,rent,Капиштец,,1,6,Наместен,1,,"Се издава наместен стан во Скопје, Капиштец со површина од 64 m2.
 Екстра: Клима, Централно Парно, Лифт, Реновиран.
 Цена: 330 EUR",Yes,
A14352,80 m²,3,500 €,https://www.novelestate.com/estate_view.html?id=A14352,https://novelestate.com/images/estate/26044/se-iznajmuva-namesten-stan-vo-centar (2).jpeg,rent,Центар,,2,7,Наместен,2,,"Се издава наместен стан во Скопје, Центар со површина од 80 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда, Паркинг.
 Цена: 500 EUR",Yes,
A7574,61 m²,3,Please contact,https://www.novelestate.com/estate_view.html?id=A7574,https://novelestate.com/images/estate/13791/izdavam-dvoipolsoben-stan-vo-reonski-czentar-aerodrom.jpeg,rent,Ново Лисиче,,2,1,Наместен,1,,"Се издава наместен стан во Скопје, Ново Лисиче со површина од 61 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 0 EUR",Yes,
A15196,45 m²,2,600 €,https://www.novelestate.com/estate_view.html?id=A15196,https://novelestate.com/images/estate/27390/1.jpeg,rent,Аеродром,,1,31,Наместен,1,,"Се издава наместен стан во Скопје, Аеродром со површина од 45 m2.
 Екстра: Клима, Централно Парно, Лифт, Нова Зграда.
 Цена: 600 EUR",Yes,
